,Country Code,Country Code (Metadata - Countries),Country Name,Income Group,Income Group (group),Region,SpecialNotes,TableName,Year,CO2 (kt),CO2 Per Capita (metric tons),Oil - Crude prices since 1861
7798,SVN,SVN,Slovenia,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovenia,1996,14954.026,7.519770415,20.66848837
7799,SVK,SVK,Slovak Republic,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovak Republic,1996,41312.422,7.688376418,20.66848837
7800,EST,EST,Estonia,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Estonia,1996,18811.71,13.28891617,20.66848837
7801,IRL,IRL,Ireland,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Ireland,1996,34909.84,9.597180489,20.66848837
7802,DEU,DEU,Germany,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 German mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Germany,1996,889614.2,10.8602336,20.66848837
7803,AUT,AUT,Austria,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 13.7603 Austrian schilling. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Austria,1996,63226.414,7.943997858,20.66848837
7804,ESP,ESP,Spain,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Spain,1996,233305.541,5.909733061,20.66848837
7805,ITA,ITA,Italy,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Italy,1996,425830.375,7.48906561,20.66848837
7806,NLD,NLD,Netherlands,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Netherlands,1996,175150.588,11.2778475,20.66848837
7807,PRT,PRT,Portugal,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Portugal,1996,50732.945,5.041059445,20.66848837
7808,GRC,GRC,Greece,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Greece,1996,80241.294,7.563654136,20.66848837
7809,BEL,BEL,Belgium,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Belgian franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Belgium,1996,118059.065,11.62383425,20.66848837
7810,LUX,LUX,Luxembourg,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Luxembourg,1996,8437.767,20.37000905,20.66848837
7811,FIN,FIN,Finland,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Finland,1996,61282.904,11.95863616,20.66848837
7812,FRA,FRA,France,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",France,1996,375280.78,6.280524233,20.66848837
7813,HUN,HUN,Hungary,High income: OECD,High income: OECD,Europe & Central Asia,"April 2012 database update: Based on data from the Organisation for Economic Co-operation and Development, national accounts data were revised for 1991 onward.",Hungary,1996,62060.308,6.018705804,20.66848837
7814,SWE,SWE,Sweden,High income: OECD,High income: OECD,Europe & Central Asia,Fiscal year end: June 30; reporting period for national accounts data: CY.,Sweden,1996,55910.749,6.324031405,20.66848837
7815,CHL,CHL,Chile,High income: OECD,High income: OECD,Latin America & Caribbean,,Chile,1996,48499.742,3.368968784,20.66848837
7816,ISR,ISR,Israel,High income: OECD,High income: OECD,Middle East & North Africa,Based on official government statistics for chain linked series; the new reference year is 2010.,Israel,1996,53435.524,9.387829234,20.66848837
7817,CAN,CAN,Canada,High income: OECD,High income: OECD,North America,Fiscal year end: March 31; reporting period for national accounts data: CY.,Canada,1996,479463.917,16.15885457,20.66848837
7818,USA,USA,United States,High income: OECD,High income: OECD,North America,Fiscal year end: September 30; reporting period for national accounts data: CY.,United States,1996,5260696.535,19.52789051,20.66848837
7819,KHM,KHM,Cambodia,Low income,Low income,East Asia & Pacific,,Cambodia,1996,1617.147,0.146717767,20.66848837
7820,PRK,PRK,"Korea, Dem. People’s Rep.",Low income,Low income,East Asia & Pacific,,"Korea, Dem. People's Rep.",1996,,,20.66848837
7821,HTI,HTI,Haiti,Low income,Low income,Latin America & Caribbean,"Fiscal year end: September 30; reporting period for national accounts data: FY. In 2010, the government revised national accounts data following changes in the methodology. Current price series since 1991 and constant price series since 1996 were revised.",Haiti,1996,1034.094,0.129820823,20.66848837
7822,NPL,NPL,Nepal,Low income,Low income,South Asia,Fiscal year end: July 14; reporting period for national accounts data: FY.,Nepal,1996,2486.226,0.113513167,20.66848837
7823,AFG,AFG,Afghanistan,Low income,Low income,South Asia,Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.,Afghanistan,1996,1199.109,0.06859185,20.66848837
7824,BDI,BDI,Burundi,Low income,Low income,Sub-Saharan Africa,,Burundi,1996,319.029,0.05037235,20.66848837
7825,BFA,BFA,Burkina Faso,Low income,Low income,Sub-Saharan Africa,,Burkina Faso,1996,707.731,0.068229445,20.66848837
7826,CAF,CAF,Central African Republic,Low income,Low income,Sub-Saharan Africa,,Central African Republic,1996,234.688,0.068679194,20.66848837
7827,COM,COM,Comoros,Low income,Low income,Sub-Saharan Africa,,Comoros,1996,66.006,0.133892113,20.66848837
7828,GIN,GIN,Guinea,Low income,Low income,Sub-Saharan Africa,,Guinea,1996,1272.449,0.156612982,20.66848837
7829,MDG,MDG,Madagascar,Low income,Low income,Sub-Saharan Africa,,Madagascar,1996,1411.795,0.101694951,20.66848837
7830,MLI,MLI,Mali,Low income,Low income,Sub-Saharan Africa,,Mali,1996,487.711,0.049258538,20.66848837
7831,SOM,SOM,Somalia,Low income,Low income,Sub-Saharan Africa,,Somalia,1996,,,20.66848837
7832,TGO,TGO,Togo,Low income,Low income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data have been revised for 2000; the new base year is 2000.",Togo,1996,1059.763,0.241242257,20.66848837
7833,ERI,ERI,Eritrea,Low income,Low income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2000.",Eritrea,1996,341.031,0.106485734,20.66848837
7834,TCD,TCD,Chad,Low income,Low income,Sub-Saharan Africa,"Based on IMF data, national accounts data have been revised for 2005 onward; the new base year is 2005.",Chad,1996,106.343,0.014684167,20.66848837
7835,RWA,RWA,Rwanda,Low income,Low income,Sub-Saharan Africa,"Based on official government statistics, national accounts data are revised for 2006 onward; the new base year is 2011. Rwanda reports using SNA 2008.",Rwanda,1996,480.377,0.078780187,20.66848837
7836,NER,NER,Niger,Low income,Low income,Sub-Saharan Africa,"Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006.",Niger,1996,1015.759,0.10469875,20.66848837
7837,BEN,BEN,Benin,Low income,Low income,Sub-Saharan Africa,"Based on official government statistics, the new base year is 2007. Price valuation is in basic prices.",Benin,1996,1265.115,0.204833203,20.66848837
7838,COD,COD,"Congo, Dem. Rep.",Low income,Low income,Sub-Saharan Africa,Based on official government statistics; the new base year 2005.,"Congo, Dem. Rep.",1996,3248.962,0.074817783,20.66848837
7839,MOZ,MOZ,Mozambique,Low income,Low income,Sub-Saharan Africa,Based on official government statistics; the new base year is 2009.,Mozambique,1996,1041.428,0.063460006,20.66848837
